33.649349,-111.858536,24703
33.600445,-111.811867,24705
33.76149,-111.842232,24702
33.571148,-112.877686,22334
32.28244,-110.942642,41244
32.23188,-110.951012,6102
32.282314,-110.942627,6165
32.280582,-110.942924,6601
32.580425,-110.848312,8437
32.282387,-110.942162,9489
32.282108,-110.942505,9488
32.24387,-111.062027,9490
32.577499,-110.850052,11263
33.462444,-111.944618,11587
32.248463,-110.909584,12064
32.213646,-110.986458,22063
32.226444,-110.952347,22064
32.343025,-111.028534,22620
32.231937,-110.951004,24171
34.048927,-111.093735,25034
32.233105,-110.992485,26155
32.33926,-110.981728,31160
33.350819,-112.076096,33723
33.314766,-112.053764,33932
32.33926,-110.981728,34234
32.228001,-110.889198,34937
32.21286,-110.902466,38585
32.218658,-111.035332,40338
32.231899,-110.950996,42278
32.231911,-110.951035,42262
32.234447,-110.954849,49085
32.354759,-110.939194,2329
32.233284,-110.948799,8682
32.37611,-110.997795,1918
33.630066,-112.147385,18529
32.33926,-110.981728,22311
32.237293,-110.91423,22728
32.289516,-110.767548,26792
32.25066,-110.946358,6026
32.225555,-111.145737,30426
32.222389,-111.123108,30430
31.813698,-111.015076,30533
33.673607,-112.043922,30610
31.983692,-110.716042,30812
31.759956,-111.532883,31663
32.343979,-111.213844,33351
32.219685,-111.004028,33609
32.428471,-110.965614,34244
32.296745,-110.94249,33768
32.302849,-111.233055,38326
32.284496,-111.237373,38340
32.61171,-110.626511,38374
32.39724,-111.002159,38493
32.290882,-110.793846,38571
32.374233,-110.968384,40165
32.397331,-110.976746,42213
32.317245,-110.998466,43790
32.245708,-110.908257,44095
32.245537,-110.907265,44101
32.297523,-111.074104,44112
32.245949,-110.950142,44181
32.409863,-110.983147,44604
33.788746,-111.95137,44606
32.248318,-110.870827,46990
32.995621,-111.536476,52251
32.216873,-110.801132,30
31.909029,-110.834198,57103
31.761881,-110.845482,6595
31.596231,-110.575493,8242
33.3386,-111.976303,9451
32.375652,-110.997871,1856
32.610905,-110.770935,17594
32.279629,-111.021172,16831
32.231911,-110.950935,24206
32.231884,-110.950111,27678
32.206654,-110.95858,27134
33.933048,-112.694969,28148
32.231815,-110.969849,31551
32.25465,-110.944702,31382
32.232105,-110.953316,32457
31.821388,-110.866158,34976
31.789373,-110.827682,34977
32.135609,-110.905251,34995
32.262226,-110.957573,40340
32.418663,-110.937202,40348
32.246208,-110.928009,40380
32.245995,-110.963074,40394
33.424759,-112.300819,40416
32.285095,-110.825607,40417
32.286846,-110.958435,40418
32.223965,-110.95565,40345
32.216103,-110.934204,40411
32.226204,-110.952103,40431
32.427876,-111.217941,40217
32.228752,-110.967056,40435
33.431389,-107.706787,40329
32.144344,-110.959908,40857
32.156052,-110.768333,41827
32.233841,-110.78669,42318
32.373901,-111.047302,42454
32.219543,-110.964516,42989
32.024281,-110.692932,45015
32.222607,-110.974709,45055
32.2355,-110.954697,45140
32.22963,-110.953102,45141
32.222607,-110.974709,45137
32.152317,-111.036697,45305
32.108479,-110.792076,45023
32.236172,-110.962845,45669
32.231621,-110.959824,45679
32.260368,-110.870224,46476
32.349583,-111.094139,47754
32.222385,-110.722351,48397
32.236599,-110.963097,49041
32.313828,-110.980392,49125
32.219425,-111.003815,48780
31.548203,-110.328918,50454
32.344601,-111.036797,51047
32.287624,-110.943451,51057
32.242783,-110.781242,51080
32.6898,-111.814102,51152
32.392586,-112.875275,51163
32.372677,-112.870796,51059
32.390785,-110.953667,51414
32.245323,-110.80545,51427
33.612499,-111.736,51441
31.942371,-110.792854,51460
31.5814,-110.738403,51493
32.380901,-110.957069,51602
31.911873,-110.835487,57104
